Category,Language,Aspect_Adj,Count
Unknown,German,wirtschaft___intern,1
Unknown,German,wirtschaft___international,1
Unknown,German,wirtschaft___kettenverträg,1
Unknown,German,woche___verschieden,1
Unknown,German,woche___beruflich,1
Unknown,German,woche___beitreten,1
Unknown,German,woche___bedingt,1
Unknown,German,woche___automobilbranch,1
Unknown,German,woche___automatisch,1
Unknown,German,woche___attraktiv,1
Unknown,German,woche___arm,1
Unknown,German,woche___arbeitslos,1
Unknown,German,woche___arbeitsfrei,1
Unknown,German,woche___anstrengend,1
Unknown,German,woche___alpträum,1
Unknown,German,woche___absurd,1
Unknown,German,wissenschaftssystem___überlebensnotwendig,1
Unknown,German,wissenschaftssystem___zugeschrieben,1
Unknown,German,wissenschaftssystem___wisszeitvg,1
Unknown,German,woche___berufsperspektiv,1
Unknown,German,woche___bezahlt,1
Unknown,German,woche___blau,1
Unknown,German,woche___durchgearbeitet,1
Unknown,German,woche___erreichbar,1
Unknown,German,woche___erheblich,1
Unknown,German,woche___erbracht,1
Unknown,German,woche___einzig,1
Unknown,German,woche___eingeschränkt,1
Unknown,German,woche___effektiv,1
Unknown,German,woche___divers,1
Unknown,German,woche___bummbummbumm,1
Unknown,German,woche___deutsch,1
Unknown,German,woche___deutlich,1
Unknown,German,woche___detailliert,1
Unknown,German,woche___definitiv,1
Unknown,German,woche___böse,1
Unknown,German,woche___bundesnotbremse,1
Unknown,German,wissenschaftssystem___wirksam,1
Unknown,German,wissenschaftssystem___wechselseitig,1
Unknown,German,wissenschaftssystem___vormalig,1
Unknown,German,wissenschaftssystem___schwer,1
Unknown,German,wissenschaftssystem___steuergeldbezahlt,1
Unknown,German,wissenschaftssystem___stark,1
Unknown,German,wissenschaftssystem___sozial,1
Unknown,German,wissenschaftssystem___sinnvoll,1
Unknown,German,wissenschaftssystem___sinnlos,1
Unknown,German,wissenschaftssystem___sicher,1
Unknown,German,wissenschaftssystem___schlecht,1
Unknown,German,wissenschaftssystem___stündig,1
Unknown,German,wissenschaftssystem___qualifiziert,1
Unknown,German,wissenschaftssystem___problematisch,1
Unknown,German,wissenschaftssystem___nachweislich,1
Unknown,German,wissenschaftssystem___modern,1
Unknown,German,wissenschaftssystem___minütig,1
Unknown,German,wissenschaftssystem___marode,1
Unknown,German,wissenschaftssystem___studierend,1
Unknown,German,wissenschaftssystem___substanziell,1
Unknown,German,wissenschaftssystem___vorgetragen,1
Unknown,German,wissenschaftssystem___universitär,1
Unknown,German,wissenschaftssystem___vollkommen,1
Unknown,German,wissenschaftssystem___verteilt,1
Unknown,German,wissenschaftssystem___verschlissen,1
Unknown,German,wissenschaftssystem___verantwortlich,1
Unknown,German,wissenschaftssystem___unzählig,1
Unknown,German,wissenschaftssystem___unsensibel,1
Unknown,German,wissenschaftssystem___unabdingbar,1
Unknown,German,wissenschaftssystem___systematisch,1
Unknown,German,wissenschaftssystem___täglich,1
Unknown,German,wissenschaftssystem___trostlos,1
Unknown,German,wissenschaftssystem___traurig,1
Unknown,German,wissenschaftssystem___tortur,1
Unknown,German,wissenschaftssystem___toll,1
Unknown,German,wissenschaftssystem___tendenziös,1
Unknown,German,woche___eventuell,1
Unknown,German,woche___existenzsichernd,1
Unknown,German,woche___exklusionsmechanismen,1
Unknown,German,woche___schräg,1
Unknown,German,woche___staatlich,1
Unknown,German,woche___spontan,1
Unknown,German,woche___sinnvoll,1
Unknown,German,woche___seelsorgerisch,1
Unknown,German,woche___schwer,1
Unknown,German,woche___schuld,1
Unknown,German,woche___schnell,1
Unknown,German,woche___ständig,1
Unknown,German,woche___schade,1
Unknown,German,woche___real,1
Unknown,German,woche___psychisch,1
Unknown,German,woche___promovierend,1
Unknown,German,woche___promotionsurkund,1
Unknown,German,woche___promotionsstell,1
Unknown,German,woche___studierendenzahl,1
Unknown,German,woche___substanziell,1
Unknown,German,woche___planbarkeit,1
Unknown,German,woche___unermüdlich,1
Unknown,German,woche___verankert,1
Unknown,German,woche___unterschrieben,1
Unknown,German,woche___unruhig,1
Unknown,German,woche___unregistriert,1
Unknown,German,woche___unmittelbar,1
Unknown,German,woche___unglaublich,1
Unknown,German,woche___unbefristet,1
Unknown,German,woche___südafrikanisch,1
Unknown,German,woche___unabdingbar,1
Unknown,German,woche___tätig,1
Unknown,German,woche___twitter,1
Unknown,German,woche___toll,1
Unknown,German,woche___teuer,1
Unknown,German,woche___tenur,1
Unknown,German,woche___positiv,1
Unknown,German,woche___parallel,1
Unknown,German,woche___falsch,1
Unknown,German,woche___genau,1
Unknown,German,woche___hiobsbotschaft,1
Unknown,German,woche___hilfreich,1
Unknown,German,woche___herzlich,1
Unknown,German,woche___grundschullehr,1
Unknown,German,woche___grobkonzept,1
Unknown,German,woche___gremiensitzungen,1
Unknown,German,woche___gedrückt,1
Unknown,German,woche___ingineuer,1
Unknown,German,woche___gedauert,1
Unknown,German,woche___garnicht,1
Unknown,German,woche___fünft,1
Unknown,German,woche___fromm,1
Unknown,German,woche___frei,1
Unknown,German,woche___flexibel,1
Unknown,German,woche___indirekt,1
Unknown,German,woche___innenschaft,1
Unknown,German,woche___pandemiesemest,1
Unknown,German,woche___minütig,1
Unknown,German,woche___ordentlich,1
Unknown,German,woche___offenbar,1
Unknown,German,woche___nächst,1
Unknown,German,woche___nullzinspolitik,1
Unknown,German,woche___nachdenklich,1
Unknown,German,woche___momentan,1
Unknown,German,woche___maximal,1
Unknown,German,woche___innsbrucker,1
Unknown,German,woche___kürzungsrund,1
Unknown,German,woche___kurz,1
Unknown,German,woche___kreativ,1
Unknown,German,woche___klein,1
Unknown,German,woche___interessant,1
Unknown,German,woche___intensiv,1
Unknown,German,wissenschaftssystem___leise,1
Unknown,German,wissenschaftssystem___lehrstuhlprinzip,1
Unknown,German,wissenschaftssystem___langfristig,1
Unknown,German,wissenschaftler___schnell,1
Unknown,German,wissenschaftler___sittenwidrig,1
Unknown,German,wissenschaftler___sinnlos,1
Unknown,German,wissenschaftler___sicher,1
Unknown,German,wissenschaftler___schädlich,1
Unknown,German,wissenschaftler___schwer,1
Unknown,German,wissenschaftler___schuld,1
Unknown,German,wissenschaftler___schlimm,1
Unknown,German,wissenschaftler___sonstig,1
Unknown,German,wissenschaftler___schlau,1
Unknown,German,wissenschaftler___scheu,1
Unknown,German,wissenschaftler___schade,1
Unknown,German,wissenschaftler___sachgrundlos,1
Unknown,German,wissenschaftler___respektlos,1
Unknown,German,wissenschaftler___relevant,1
Unknown,German,wissenschaftler___skandalös,1
Unknown,German,wissenschaftler___sorglos,1
Unknown,German,wissenschaftler___real,1
Unknown,German,wissenschaftler___tausend,1
Unknown,German,wissenschaftler___twitter,1
Unknown,German,wissenschaftler___troll,1
Unknown,German,wissenschaftler___traurig,1
Unknown,German,wissenschaftler___tot,1
Unknown,German,wissenschaftler___toll,1
Unknown,German,wissenschaftler___theoretisch,1
Unknown,German,wissenschaftler___talentiert,1
Unknown,German,wissenschaftler___spitz,1
Unknown,German,wissenschaftler___super,1
Unknown,German,wissenschaftler___subaltern,1
Unknown,German,wissenschaftler___studiert,1
Unknown,German,wissenschaftler___stetig,1
Unknown,German,wissenschaftler___stark,1
Unknown,German,wissenschaftler___stabil,1
Unknown,German,wissenschaftler___relativ,1
Unknown,German,wissenschaftler___rassifiziert,1
Unknown,German,wissenschaftler___tätig,1
Unknown,German,wissenschaftler___maßgeblich,1
Unknown,German,wissenschaftler___mutig,1
Unknown,German,wissenschaftler___mint,1
Unknown,German,wissenschaftler___migrantisch,1
Unknown,German,wissenschaftler___mies,1
Unknown,German,wissenschaftler___metallurgi,1
Unknown,German,wissenschaftler___merkwürdig,1
Unknown,German,wissenschaftler___mangelnd,1
Unknown,German,wissenschaftler___naiv,1
Unknown,German,wissenschaftler___lusch,1
Unknown,German,wissenschaftler___luftfilt,1
Unknown,German,wissenschaftler___lsd,1
Unknown,German,wissenschaftler___link,1
Unknown,German,wissenschaftler___lieb,1
Unknown,German,wissenschaftler___leicht,1
Unknown,German,wissenschaftler___nah,1
Unknown,German,wissenschaftler___neuropsychologi,1
Unknown,German,wissenschaftler___quereinsteig,1
Unknown,German,wissenschaftler___planbar,1
Unknown,German,wissenschaftler___qualifiziert,1
Unknown,German,wissenschaftler___qualifikationsstell,1
Unknown,German,wissenschaftler___produktiv,1
Unknown,German,wissenschaftler___praktisch,1
Unknown,German,wissenschaftler___potenzial,1
Unknown,German,wissenschaftler___politisch,1
Unknown,German,wissenschaftler___permanent,1
Unknown,German,wissenschaftler___nich,1
Unknown,German,wissenschaftler___pauschal,1
Unknown,German,wissenschaftler___osteuropäisch,1
Unknown,German,wissenschaftler___ordentlich,1
Unknown,German,wissenschaftler___offen,1
Unknown,German,wissenschaftler___normal,1
Unknown,German,wissenschaftler___niedersächsisch,1
Unknown,German,wissenschaftler___täglich,1
Unknown,German,wissenschaftler___umfassend,1
Unknown,German,wissenschaftssystem___krank,1
Unknown,German,wissenschaftssystem___beruflich,1
Unknown,German,wissenschaftssystem___detailliert,1
Unknown,German,wissenschaftssystem___definitiv,1
Unknown,German,wissenschaftssystem___dauerhaft,1
Unknown,German,wissenschaftssystem___dankbar,1
Unknown,German,wissenschaftssystem___bischöflich,1
Unknown,German,wissenschaftssystem___bildungsaufsteigend,1
Unknown,German,wissenschaftssystem___beispiellos,1
Unknown,German,wissenschaftssystem___engagiert,1
Unknown,German,wissenschaftssystem___basierend,1
Unknown,German,wissenschaftssystem___ausufernd,1
Unknown,German,wissenschaftssystem___auslaufend,1
Unknown,German,wissenschaftssystem___ausgestiegen,1
Unknown,German,wissenschaftssystem___astrophysik,1
Unknown,German,wissenschaftssystem___arm,1
Unknown,German,wissenschaftssystem___deutlich,1
Unknown,German,wissenschaftssystem___entfristet,1
Unknown,German,wissenschaftssystem___alt,1
Unknown,German,wissenschaftssystem___gefühlt,1
Unknown,German,wissenschaftssystem___komplex,1
Unknown,German,wissenschaftssystem___kaputt,1
Unknown,German,wissenschaftssystem___jetzig,1
Unknown,German,wissenschaftssystem___intersektional,1
Unknown,German,wissenschaftssystem___herzerweichend,1
Unknown,German,wissenschaftssystem___großartig,1
Unknown,German,wissenschaftssystem___geframet,1
Unknown,German,wissenschaftssystem___entfristungsoffensiv,1
Unknown,German,wissenschaftssystem___froh,1
Unknown,German,wissenschaftssystem___freiwerdend,1
Unknown,German,wissenschaftssystem___extrem,1
Unknown,German,wissenschaftssystem___erwachsene,1
Unknown,German,wissenschaftssystem___erfolgreich,1
Unknown,German,wissenschaftssystem___entgegensetzen,1
Unknown,German,wissenschaftssystem___anschlussfähigkeit,1
Unknown,German,wissenschaftssystem___absurd,1
Unknown,German,wissenschaftler___unabhängig,1
Unknown,German,wissenschaftler___unnötig,1
Unknown,German,wissenschaftler___ununterbrochen,1
Unknown,German,wissenschaftler___unterbezahlt,1
Unknown,German,wissenschaftler___unsolidarisch,1
Unknown,German,wissenschaftler___unsichtbar,1
Unknown,German,wissenschaftler___unsicher,1
Unknown,German,wissenschaftler___unrealistisch,1
Unknown,German,wissenschaftler___unkündbar,1
Unknown,German,wissenschaftler___verbündet,1
Unknown,German,wissenschaftler___universitär,1
Unknown,German,wissenschaftler___unhaltbar,1
Unknown,German,wissenschaftler___ungebildet,1
Unknown,German,wissenschaftler___unerfahren,1
Unknown,German,wissenschaftler___unendlich,1
Unknown,German,wissenschaftler___unbegrenzt,1
Unknown,German,wissenschaftler___unverstellt,1
Unknown,German,wissenschaftler___vergleichbar,1
Unknown,German,wissenschaftler___überwiegend,1
Unknown,German,wissenschaftler___wissterbescheid,1
Unknown,German,wissenschaftler___überquellend,1
Unknown,German,wissenschaftler___überflüssig,1
Unknown,German,wissenschaftler___zwiespältig,1
Unknown,German,wissenschaftler___zuständig,1
Unknown,German,wissenschaftler___zeitwissendrei,1
Unknown,German,wissenschaftler___würdig,1
Unknown,German,wissenschaftler___wissenschaftsfeindlichkeit,1
Unknown,German,wissenschaftler___verstopfen,1
Unknown,German,wissenschaftler___willkommenskultur,1
Unknown,German,wissenschaftler___wert,1
Unknown,German,wissenschaftler___wahrscheinlich,1
Unknown,German,wissenschaftler___vollzeitstell,1
Unknown,German,wissenschaftler___vollidiot,1
Unknown,German,wissenschaftler___voll,1
Unknown,German,woche___vergangen,1
Unknown,German,woche___voll,1
Unknown,German,wirtschaft___klug,1
Unknown,German,woche___wissenschaftlich,1
Unknown,German,zeit___universitär,1
Unknown,German,zeit___ungewissheit,1
Unknown,German,zeit___unbefristet,1
Unknown,German,zeit___umgekehrt,1
Unknown,German,zeit___tätig,1
Unknown,German,zeit___täglich,1
Unknown,German,zeit___twitter,1
Unknown,German,zeit___tuniersyst,1
Unknown,German,zeit___transkriptionssoftwar,1
Unknown,German,zeit___tragbar,1
Unknown,German,zeit___tock,1
Unknown,German,zeit___tendenziell,1
Unknown,German,zeit___teamintern,1
Unknown,German,zeit___tausend,1
Unknown,German,zeit___systemisch,1
Unknown,German,zeit___unklar,1
Unknown,German,zeit___unmotiviert,1
Unknown,German,zeit___unqualifiziert,1
Unknown,German,zeit___verloren,1
Unknown,German,zeit___verwandt,1
Unknown,German,zeit___verwaltungsangestellt,1
Unknown,German,zeit___verträgen,1
Unknown,German,zeit___verstetigt,1
Unknown,German,zeit___versteckt,1
Unknown,German,zeit___verplempert,1
Unknown,German,zeit___vergütetet,1
Unknown,German,zeit___unterperformt,1
Unknown,German,zeit___vergütet,1
Unknown,German,zeit___verfügbar,1
Unknown,German,zeit___unzählig,1
Unknown,German,zeit___unzulässig,1
Unknown,German,zeit___unwissenschaftlich,1
Unknown,German,zeit___unterschiedlich,1
Unknown,German,zeit___systematisch,1
Unknown,German,zeit___super,1
Unknown,German,zeit___stärkend,1
Unknown,German,zeit___profitabel,1
Unknown,German,zeit___rühmlich,1
Unknown,German,zeit___romanisch,1
Unknown,German,zeit___relevant,1
Unknown,German,zeit___rechtlich,1
Unknown,German,zeit___quantitativ,1
Unknown,German,zeit___promovend,1
Unknown,German,zeit___produktiv,1
Unknown,German,zeit___schade,1
Unknown,German,zeit___prekarisiert,1
Unknown,German,zeit___politisch,1
Unknown,German,zeit___planvoll,1
Unknown,German,zeit___planbarkeit,1
Unknown,German,zeit___organisiert,1
Unknown,German,zeit___ordentlich,1
Unknown,German,zeit___sauerteig,1
Unknown,German,zeit___schlicht,1
Unknown,German,zeit___studiert,1
Unknown,German,zeit___standhaftigkeit,1
Unknown,German,zeit___studierbar,1
Unknown,German,zeit___studentisch,1
Unknown,German,zeit___strukturell,1
Unknown,German,zeit___sterbend,1
Unknown,German,zeit___stellvertretend,1
Unknown,German,zeit___stark,1
Unknown,German,zeit___staatlich,1
Unknown,German,zeit___schnell,1
Unknown,German,zeit___sozial,1
Unknown,German,zeit___slid,1
Unknown,German,zeit___seltsam,1
Unknown,German,zeit___selbstausbeuterisch,1
Unknown,German,zeit___seelsorgerisch,1
Unknown,German,zeit___schwarz,1
Unknown,German,zeit___verwerflich,1
Unknown,German,zeit___vlfrei,1
Unknown,German,zeit___volksv,1
Unknown,German,zukunft___imaginär,1
Unknown,German,zukunft___lehrbeauftragt,1
Unknown,German,zukunft___kurzfristig,1
Unknown,German,zukunft___komplett,1
Unknown,German,zukunft___kompetent,1
Unknown,German,zukunft___klein,1
Unknown,German,zukunft___karriereförderlich,1
Unknown,German,zukunft___hochqualifiziert,1
Unknown,German,zukunft___mitgedacht,1
Unknown,German,zukunft___hoch,1
Unknown,German,zukunft___geteilt,1
Unknown,German,zukunft___gesellschaftlich,1
Unknown,German,zukunft___geschätzt,1
Unknown,German,zukunft___gerissen,1
Unknown,German,zukunft___geklappt,1
Unknown,German,zukunft___lieb,1
Unknown,German,zukunft___offen,1
Unknown,German,zukunft___forsch,1
Unknown,German,zukunft___unterschreibt,1
Unknown,German,zukunft___wohlmeinend,1
Unknown,German,zukunft___wissend,1
Unknown,German,zukunft___weich,1
Unknown,German,zukunft___viert,1
Unknown,German,zukunft___verstopft,1
Unknown,German,zukunft___verlogen,1
Unknown,German,zukunft___ungebildet,1
Unknown,German,zukunft___offiziell,1
Unknown,German,zukunft___unfug,1
Unknown,German,zukunft___substanziell,1
Unknown,German,zukunft___strukturell,1
Unknown,German,zukunft___schlecht,1
Unknown,German,zukunft___relevant,1
Unknown,German,zukunft___prekär,1
Unknown,German,zukunft___geistig,1
Unknown,German,zukunft___finanziell,1
Unknown,German,zeit___weinend,1
Unknown,German,zeit___zunehmend,1
Unknown,German,zeit___überdurchschnittlich,1
Unknown,German,zeit___überdacht,1
Unknown,German,zeit___überbordend,1
Unknown,German,zeit___ökonomisch,1
Unknown,German,zeit___zweit,1
Unknown,German,zeit___zusammenplagiier,1
Unknown,German,zeit___zukunftsängst,1
Unknown,German,zeit___überfüllt,1
Unknown,German,zeit___zufällig,1
Unknown,German,zeit___wütend,1
Unknown,German,zeit___wirklich,1
Unknown,German,zeit___wertschätzend,1
Unknown,German,zeit___wert,1
Unknown,German,zeit___weiterführend,1
Unknown,German,zeit___überflüssig,1
Unknown,German,zukunft___aktuell,1
Unknown,German,zukunft___fahrlässig,1
Unknown,German,zukunft___dauernd,1
Unknown,German,zukunft___exzellenzhochschul,1
Unknown,German,zukunft___essenziell,1
Unknown,German,zukunft___erstakademik,1
Unknown,German,zukunft___entschieden,1
